Unnamed: 0,_id,name
21653,21653,nuclear pore inner ring
21660,21660,negative regulation of vascular smooth muscle cell proliferation
21677,21677,Regulation of nuclear SMAD2/3 signaling
21685,21685,GABARAPL1
21693,21693,Vidarabine
21722,21722,SCARNA8
21723,21723,Regulation of TP53 Activity through Acetylation
21756,21756,GABARAP
21768,21768,Procarbazine
21797,21797,cellular response to cGMP
21850,21850,AKT phosphorylates targets in the cytosol
21865,21865,MYCLP2
21903,21903,nuclear RNA-directed RNA polymerase complex
21911,21911,otolithic part of statoconial membrane
21926,21926,imitative learning
21962,21962,regulation of heart contraction
21969,21969,KLRB1
22022,22022,carbon catabolite regulation of transcription from RNA polymerase II promoter
22032,22032,lamellar body membrane
22035,22035,cell part morphogenesis
22044,22044,regulation of establishment of planar polarity
22058,22058,Electrocardiogram QT corrected interval prolonged
22103,22103,Ear pruritus
22106,22106,Carbocromen
22109,22109,negative regulation of cell cycle arrest
22116,22116,endoplasmic reticulum quality control compartment
22130,22130,Cardiomyopathy
22150,22150,Barrett's esophagus
22154,22154,tertiary alcohol biosynthetic process
22158,22158,estrogen response element binding
22164,22164,ARHGAP36
22167,22167,NRARP
22169,22169,ear development
22182,22182,SAR1AP4
22200,22200,intracellular sterol transport
22201,22201,RNF145
22232,22232,Parecoxib
22341,22341,ARL5AP1
22342,22342,SMARCA4
22368,22368,Hepatocellular carcinoma
22385,22385,MARVELD2
22396,22396,RNF113B
22399,22399,Erythromycin
22410,22410,cardiolipin binding
22419,22419,very-low-density lipoprotein particle receptor binding
22425,22425,cardiac muscle adaptation
22450,22450,perinuclear endoplasmic reticulum membrane
22492,22492,ARHGAP39
22509,22509,NF1P3
22512,22512,intraciliary transport particle B
22513,22513,negative regulation of cardiac muscle adaptation
22532,22532,Adenocarcinoma pancreas
22546,22546,regulation of polarized epithelial cell differentiation
22571,22571,host cell cytoplasm part
22578,22578,membrane raft polarization
22630,22630,Cardiac failure acute
22643,22643,low-density lipoprotein particle clearance
22679,22679,Vascular resistance
22747,22747,preganglionic parasympathetic fiber development
22755,22755,L-arginine transmembrane transport
22784,22784,ARCN1
22786,22786,cell migration involved in heart formation
22794,22794,ZNF131
22805,22805,pharynx development
22818,22818,cellular response to water stimulus
22829,22829,Squamous cell carcinoma of skin
22830,22830,PARD6G-AS1
22853,22853,HER2
22854,22854,symbiont intracellular protein transport in host
22879,22879,planar cell polarity pathway involved in gastrula mediolateral intercalation
22895,22895,ERK/MAPK targets
22901,22901,GATM
22903,22903,multicellular organism reproduction
22929,22929,PARK3
22940,22940,MARCHF4
22946,22946,Arterial thromboembolism
22952,22952,ARHGEF7-AS2
22956,22956,Splenic infarction
22978,22978,negative regulation of cardiocyte differentiation
22989,22989,ARI1
22990,22990,Linear IgA disease
22997,22997,Biosynthesis of maresins
23008,23008,Growth retardation
23018,23018,lipopolysaccharide-mediated signaling pathway
23038,23038,cellular response to vitamin E
23051,23051,TARP
23059,23059,cellular senescence
23099,23099,TP53TG3D
23115,23115,extracellular matrix organization
23136,23136,ATM pathway
23148,23148,Swollen arm
23158,23158,vestibular nuclear complex
23166,23166,anatomical structure arrangement
23198,23198,cellular response to glucose starvation
23240,23240,cellular response to stem cell factor stimulus
23244,23244,cardiac muscle cell apoptotic process
23268,23268,Carglumic acid
23272,23272,arginine-tRNA ligase activity
23315,23315,regulation of cellular catabolic process
23319,23319,Arthritis infective
23326,23326,middle cerebral artery
23332,23332,regulation of L-arginine import
23363,23363,ERBB2
23375,23375,inner cell mass cellular morphogenesis
23389,23389,RNF186
23398,23398,fibroblast growth factor receptor signaling pathway involved in mammary gland specification
23400,23400,Electrocardiogram QT corrected interval
23447,23447,MARK2
23453,23453,positive regulation of blood microparticle formation
23484,23484,regulation of the force of heart contraction by cardiac conduction
23494,23494,condensed nuclear chromosome inner kinetochore
23503,23503,SRP-dependent cotranslational protein targeting to membrane
23593,23593,Arteriosclerotic retinopathy
23603,23603,MAP3K13
23607,23607,endocardial cushion development
23610,23610,Peridiverticular abscess
23640,23640,pituitary gland development
23650,23650,glossopharyngeal nerve development
23654,23654,Left ventricular ejection fraction decreased
23676,23676,cellular response to mycotoxin
23706,23706,Heartburn
23717,23717,canalicular bile acid transport
23781,23781,Shc-EGFR complex
23806,23806,atrioventricular valve development
23827,23827,parallel actin filament bundle assembly
23840,23840,C4-dicarboxylate transport
23842,23842,plasma lipoprotein particle
23862,23862,cellular response to sterol
23900,23900,oxoglutarate dehydrogenase (succinyl-transferring) activity
23905,23905,PWAR6
23906,23906,carboxypeptidase activity
23910,23910,positive regulation of cellular response to oxidative stress
23921,23921,SNAR-A6
23952,23952,Scar
23979,23979,progesterone receptor binding
23980,23980,intramolecular oxidoreductase activity
24013,24013,brachial artery
24015,24015,host intracellular organelle
24019,24019,perinucleolar chromocenter
24049,24049,VIth nerve paralysis
24051,24051,CARF
24055,24055,Ocular discomfort
24084,24084,disaccharide biosynthetic process
24095,24095,NF1P11
24102,24102,negative regulation of cardiac muscle contraction
24112,24112,Post lumbar puncture syndrome
24133,24133,inorganic molecular entity transmembrane transporter activity
24145,24145,Ear buzzing
24165,24165,"ligase activity, forming carbon-oxygen bonds"
24199,24199,protein targeting to peroxisome
24205,24205,cellular response to reactive oxygen species
24213,24213,cellular chemical homeostasis
24218,24218,Arsanilic acid
24226,24226,Framycetin
24243,24243,PAR1-mediated thrombin signaling events
24246,24246,Sepsis secondary
24265,24265,ductus arteriosus closure
24275,24275,MARK2P4
24290,24290,nuclear cell cycle DNA replication initiation
24292,24292,mitotic centrosome separation
24304,24304,ARPIN
24320,24320,ARSDP1
24347,24347,LYARP1
24352,24352,embryonic heart tube anterior/posterior pattern specification
24384,24384,carbon dioxide transmembrane transport
24402,24402,Respiratory paralysis
24429,24429,Distearyldimonium
24447,24447,vascular endothelial growth factor receptor binding
24471,24471,ARRDC5
24501,24501,ciliary body morphogenesis
24535,24535,Localization of the PINCH-ILK-PARVIN complex to focal adhesions
24537,24537,outer ear morphogenesis
24562,24562,positive regulation of intracellular mRNA localization
24567,24567,establishment of lymphocyte polarity
24586,24586,Laryngeal cancer
24598,24598,negative regulation of cellular amine metabolic process
24603,24603,PARK16
24634,24634,cellular response to leukemia inhibitory factor
24657,24657,oligosaccharide metabolic process
24665,24665,TP53BP2
24688,24688,cellular response to topologically incorrect protein
24738,24738,Tachycardia
24741,24741,nuclear pore complex assembly
24756,24756,regulation of cardiac conduction
24764,24764,KCNF1
24787,24787,ARF1P3
24793,24793,RNF11P2
24815,24815,negative regulation of heart contraction
24819,24819,Carpo-pedal spasm
24824,24824,cellular response to hexose stimulus
24840,24840,ZNF142
24852,24852,RNF182
24866,24866,"Cardiac Output, High"
24875,24875,discoidal high-density lipoprotein particle
24891,24891,mammary gland duct morphogenesis
24898,24898,Articulation Disorders
24916,24916,Hearing impaired
24943,24943,"Hearing Loss, Sensorineural"
24950,24950,RNF185-AS1
24951,24951,cellular response to metal ion
24953,24953,ARL5C
24956,24956,carnitine transmembrane transporter activity
24987,24987,ARF1
25000,25000,histone arginine methylation
25014,25014,SMARCE1P2
25015,25015,SPARC
25032,25032,FARP2
25054,25054,PARTICL
25056,25056,carotene catabolic process
25059,25059,SNAR-E
25062,25062,Neuromuscular block prolonged
25110,25110,Large intestine polyp
25115,25115,ARPP21-AS1
25124,25124,polysaccharide catabolic process
25130,25130,regulation of polysaccharide biosynthetic process
25163,25163,trabecular meshwork development
25180,25180,Basilar artery syndrome
25209,25209,DNA Damage Response (only ATM dependent)
25225,25225,positive regulation of early endosome to late endosome transport
25231,25231,RNF167
25233,25233,Erythema annulare
25254,25254,MARK2P1
25281,25281,Vaginal discharge
25286,25286,cargo receptor activity
25293,25293,inward rectifier potassium channel activity
25321,25321,site of polarized growth
25337,25337,ARAP3
25342,25342,ARHGAP19-SLIT1
25356,25356,ARHGAP18
25418,25418,axon part
25428,25428,Antibiotic-associated diarrhea
25455,25455,lobar bronchus epithelium development
25478,25478,"Supranuclear Palsy, Progressive"
25485,25485,Interactions of Tat with host cellular proteins
25492,25492,ARHGAP4
25514,25514,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
25517,25517,positive regulation of cardiac muscle cell apoptotic process
25525,25525,ZNF181
25528,25528,cardiac neural crest cell differentiation involved in heart development
25531,25531,membrane depolarization during SA node cell action potential
25558,25558,metanephric glomerular mesangial cell differentiation
25566,25566,halogenated hydrocarbon metabolic process
25587,25587,PRR5-ARHGAP8
25594,25594,Pituitary adenoma
25601,25601,Clara cell differentiation
25612,25612,"positive regulation of Wnt signaling pathway, planar cell polarity pathway"
25620,25620,Parathyroid disorder
25650,25650,regulation of very-low-density lipoprotein particle clearance
25658,25658,Primary graft dysfunction
25662,25662,Pituitary apoplexy
25666,25666,norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure
25749,25749,ARFGAP3
25750,25750,glandular epithelial cell maturation
25754,25754,telomere tethering at nuclear periphery
25774,25774,SMARCE1
25780,25780,Tobramycin
25783,25783,heart valve formation
25799,25799,Polyarthropathy
25846,25846,female meiosis chromosome separation
25850,25850,Asparagine
25870,25870,cardiac muscle cell differentiation
25918,25918,cysteine-type carboxypeptidase activity
25929,25929,Regulation of nuclear beta catenin signaling and target gene transcription
25952,25952,ARTN
25955,25955,Mental retardation
25956,25956,positive regulation of cerebellar granule cell precursor proliferation
25975,25975,Pharyngeal disorder
25990,25990,sequestering of TGFbeta in extracellular matrix
26027,26027,ARHGAP45
26062,26062,"Hearing Loss, Unilateral"
26152,26152,regulation of cellular response to hypoxia
26162,26162,PPARGC1B
26172,26172,reduction of food intake in response to dietary excess
26177,26177,cellular response to interleukin-13
26215,26215,RPGR
26261,26261,ARF4P1
26267,26267,regulation of cardiac muscle cell proliferation
26269,26269,ZNF177
26291,26291,Arthritic pains
26292,26292,BCAR1P1
26295,26295,farnesol metabolic process
26323,26323,pulmonary vein
26327,26327,multi-organism intracellular transport
26351,26351,Electrocardiogram ST segment abnormal
26418,26418,urinary bladder development
26425,26425,cell division site part
26430,26430,Dysarthria
26436,26436,positive regulation of protein localization to early endosome
26437,26437,Pharyngeal lesion
26457,26457,ZNF1
26469,26469,Marbofloxacin
26472,26472,Acenocoumarol
26506,26506,inhibitory extracellular ligand-gated ion channel activity
26542,26542,protein localization to nuclear envelope
26550,26550,SMARCE1P6
26552,26552,regulation of systemic arterial blood pressure by atrial natriuretic peptide
26557,26557,Cataract
26568,26568,positive regulation of transcription of Notch receptor target
26588,26588,nuclear protein quality control by the ubiquitin-proteasome system
26608,26608,cellular response to L-glutamine
26620,26620,HCAR3
26641,26641,Renal artery stenosis
26643,26643,nuclear division
26662,26662,ARL1
26663,26663,cellular response to organic cyclic compound
26671,26671,Cardioactive drug level increased
26682,26682,ARPC5L
26690,26690,response to lipoprotein particle
26694,26694,regulation of extracellular exosome assembly
26696,26696,Eukaryotic Transcription Initiation
26732,26732,cellular response to testosterone stimulus
26749,26749,Cardiac amyloidosis
26751,26751,suppression by virus of host molecular function
26754,26754,sarcoglycan complex
26771,26771,establishment of endothelial barrier
26774,26774,RNF175
26784,26784,Endocarditis
26815,26815,Lacunar infarction
26850,26850,Butabarbital
26858,26858,ciliary neurotrophic factor receptor binding
26865,26865,Diarrhea
26890,26890,carbohydrate phosphorylation
26932,26932,branch elongation involved in mammary gland duct branching
26935,26935,regulation of lipopolysaccharide-mediated signaling pathway
26950,26950,CARS2
26952,26952,ARNTL2
27012,27012,multi-organism cellular localization
27022,27022,cerebellar granule cell differentiation
27029,27029,cell-cell signaling involved in cardiac conduction
27040,27040,Amiodarone
27061,27061,response to arsenite ion
27067,27067,contractile fiber part
27075,27075,KARS1P3
27076,27076,arachidonic acid metabolic process
27079,27079,PGR
27086,27086,Bartholin's cyst
27129,27129,URB1-AS1
27163,27163,fumarate reductase complex
27211,27211,RNF123
27215,27215,Imidocarb
27255,27255,Periarthritis
27260,27260,regulation of vascular smooth muscle cell proliferation
27284,27284,"base-excision repair, base-free sugar-phosphate removal"
27356,27356,GRB7 events in ERBB2 signaling
27380,27380,hard palate morphogenesis
27385,27385,Egfr
27406,27406,nuclear export signal receptor activity
27421,27421,perinucleolar compartment
27436,27436,cellular response to actinomycin D
27488,27488,negative regulation of vacuolar transport
27509,27509,regulation of leukocyte adhesion to arterial endothelial cell
27520,27520,ARL1
27564,27564,L-alanine:2-oxoglutarate aminotransferase activity
27583,27583,SMARCAD1
27592,27592,intracellular pH reduction
27593,27593,Parosmia
27601,27601,supramolecular fiber organization
27658,27658,ARHGEF9
27671,27671,positive regulation of vascular endothelial growth factor production
27687,27687,narrow pore channel activity
27712,27712,Myocarditis
27722,27722,regulation of membrane repolarization during cardiac muscle cell action potential
27745,27745,intracellular receptor signaling pathway
27749,27749,nuclear pore outer ring
27777,27777,axonemal central apparatus
27798,27798,dicarboxylic acid transmembrane transporter activity
27800,27800,ARHGEF1
27834,27834,positive regulation of low-density lipoprotein particle receptor binding
27838,27838,Pulmonary mass
27845,27845,heparan sulfate sulfotransferase activity
27854,27854,Salivary gland swelling
27858,27858,pericentriolar material
27861,27861,Progesterone levels
27904,27904,vestibulocochlear nerve formation
27914,27914,development of secondary sexual characteristics
27991,27991,cochlear duct of membranous labyrinth
28052,28052,Calculus urinary
28069,28069,Arformoterol
28075,28075,VLDL clearance
28088,28088,Endometrial adenocarcinoma
28133,28133,regulation of cellular amine catabolic process
28173,28173,Electrocardiogram QRS complex prolonged
28182,28182,organellar small ribosomal subunit
28186,28186,GRB10
28188,28188,CRB1
28189,28189,Pentobarbital
28210,28210,Cardiac flutter
28216,28216,LUNAR1
28227,28227,ARRDC4
28230,28230,Cardio-respiratory arrest
28274,28274,ciliary tip
28286,28286,regulation of heart growth
28297,28297,cardiac muscle hypertrophy
28319,28319,TP53TG5
28324,28324,signal recognition particle
28340,28340,polycystic ovary syndrome
28343,28343,semicircular canal morphogenesis
28357,28357,nuclear envelope reassembly
28364,28364,ARHGAP31-AS1
28386,28386,quaternary ammonium group binding
28393,28393,regulation of cellular localization
28415,28415,extracellular matrix component
28421,28421,cardiac cell development
28437,28437,"postsynaptic specialization, intracellular component"
28459,28459,Fanconi anaemia nuclear complex
28465,28465,tripartite regional subdivision
28494,28494,Progesterone
28510,28510,Conjunctivitis papillary
28615,28615,ARFGEF2
28627,28627,STARD8
28635,28635,TP53TG3C
28636,28636,LKAAEAR1
28655,28655,regulation of vascular endothelial cell proliferation
28665,28665,PRKAR2A-AS1
28686,28686,positive regulation of arachidonic acid secretion
28721,28721,mitochondrial large ribosomal subunit assembly
28737,28737,Salinomycin
28742,28742,vertebral artery
28745,28745,CARTPT
28780,28780,Plicamycin
28786,28786,ARP5
28801,28801,cardiac muscle thin filament assembly
28814,28814,cellular response to laminar fluid shear stress
28824,28824,extracellular regulation of signal transduction
28865,28865,planar cell polarity pathway involved in axon guidance
28875,28875,regulation of meiotic chromosome separation
28932,28932,MAP3K14-AS1
28934,28934,extracellularly glutamate-gated ion channel activity
28946,28946,regulation of vascular endothelial growth factor receptor signaling pathway
28969,28969,Acute pulmonary oedema
28971,28971,ARHI2
28991,28991,ARP2
28993,28993,vascular endothelial growth factor receptor-2 signaling pathway
29028,29028,Arthritis aggravated
29035,29035,negative regulation of neuromuscular junction development
29043,29043,ZAR1
29047,29047,cellular calcium ion homeostasis
29057,29057,Alanine and aspartate metabolism
29099,29099,Regulation of TP53 Activity through Methylation
29134,29134,Cutaneous sarcoidosis
29141,29141,SARS2
29148,29148,RARRES1
29159,29159,Levocarnitine
29167,29167,nuclear replisome
29214,29214,Breast pain male
29315,29315,inner ear receptor cell development
29328,29328,CARNMT1-AS1
29329,29329,membrane depolarization during cardiac muscle cell action potential
29336,29336,tricarboxylic acid cycle
29363,29363,Hyperparathyroidism secondary
29376,29376,Ovarian germ cell teratoma benign
29386,29386,cellular response to hormone stimulus
29417,29417,SCARNA21B
29423,29423,Laryngeal pain
29437,29437,Pargyline
29439,29439,cardiac right atrium morphogenesis
29448,29448,integral component of vacuolar membrane
29491,29491,Golgi Cisternae Pericentriolar Stack Reorganization
29553,29553,PARM1
29554,29554,RARRES2P9
29564,29564,TSNARE1
29602,29602,cellular amide metabolic process
29613,29613,cellular response to unfolded protein
29629,29629,RNF121
29635,29635,PARP8
29652,29652,negative regulation of cellular protein localization
29667,29667,sulfinoalanine decarboxylase activity
29685,29685,regulation of nuclear cell cycle DNA replication
29687,29687,low-density lipoprotein particle receptor binding
29706,29706,ZNF184
29738,29738,RNA nuclear export complex
29778,29778,cellular process involved in reproduction in multicellular organism
29811,29811,PARP1P2
29823,29823,ARHGEF25
29833,29833,RNF144A
29837,29837,intercellular canaliculus
29859,29859,Hepatobiliary disease
29907,29907,Osteoarthritis aggravated
29911,29911,AREL1
29913,29913,KARS1P1
29915,29915,microtubule organizing center part
29933,29933,ARHGEF7
29934,29934,L-arginine transport
29963,29963,Haemorrhagic ovarian cyst
29985,29985,cellular response to heparin
29987,29987,regulation of neurofibrillary tangle assembly
30009,30009,Hand and foot syndrome secondary to sickle cell anaemia
30031,30031,Brca2
30040,30040,primary amine oxidase activity
30043,30043,Benign Paroxysmal Positional Vertigo
30044,30044,SMAR
30045,30045,DARS-AS1
30048,30048,entry of viral genome into host nucleus through nuclear pore complex via importin
30051,30051,protein C-terminal carboxyl O-methyltransferase activity
30060,30060,protein targeting
30084,30084,Febrile bone marrow aplasia
30102,30102,primary palate development
30145,30145,Advanced breast cancer
30167,30167,MARCKSL1P2
30176,30176,Hereditary angioedema
30179,30179,ventricular septum development
30217,30217,peptidyl-aspartic acid hydroxylation
30232,30232,Bradycardia-tachycardia syndrome
30247,30247,ARHGEF12
30260,30260,mitotic sister chromatid separation
30264,30264,regulation of vascular smooth muscle contraction
30265,30265,ARGFXP1
30300,30300,Proton-coupled monocarboxylate transport
30308,30308,Non-cardiogenic pulmonary oedema
30330,30330,carbohydrate biosynthetic process
30333,30333,Zygomycosis
30389,30389,YRB1
30390,30390,protein localization to extracellular region
30392,30392,Spectinomycin
30393,30393,ARL16
30413,30413,cardiac chamber morphogenesis
30414,30414,positive regulation of cellular pH reduction
30417,30417,Blood osmolarity increased
30441,30441,Scotoma annular
30443,30443,Acute urticaria
30457,30457,Acetarsol
30490,30490,response to heparin
30492,30492,ZNF182
30508,30508,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
30517,30517,ARHGEF3-AS1
30519,30519,Subarachnoid haemorrhage
30526,30526,cellular response to monoamine stimulus
30529,30529,early phagosome
30532,30532,TARS2
30535,30535,cellular response to norepinephrine stimulus
30587,30587,coronary artery disease
30591,30591,Subacute endocarditis
30592,30592,Ventricular flutter
30619,30619,WARS2P1
30630,30630,tangential migration from the subventricular zone to the olfactory bulb
30651,30651,ornithine decarboxylase inhibitor activity
30662,30662,ventricular compact myocardium morphogenesis
30671,30671,ARL6
30689,30689,intracellular lipid transport
30740,30740,cellular transition metal ion homeostasis
30779,30779,regulation of intracellular mRNA localization
30817,30817,vacuolar protein processing
30832,30832,nuclear pore cytoplasmic filaments
30886,30886,ARHGAP40
30888,30888,BDKRB1
30895,30895,Paroxysmal ventricular tachycardia
30920,30920,intracellular pH elevation
30927,30927,pulmonary valve
30960,30960,Pulmonary thromboembolism
30986,30986,Traumatic arthropathy
31007,31007,ARRB1
31020,31020,secondary metabolite biosynthetic process
31048,31048,cellular modified amino acid metabolic process
31072,31072,Paracoccidioides infection
31079,31079,LARGE-IT1
31119,31119,prostate glandular acinus development
31143,31143,MARK3P3
31148,31148,nuclear membrane protein complex
31149,31149,Ribosomal scanning and start codon recognition
31157,31157,response to sodium arsenite
31158,31158,large ribosomal subunit
31166,31166,Breast Cancer Resistance Protein Inhibitors
31206,31206,membrane protein intracellular domain proteolysis
31213,31213,regulation of antibody-dependent cellular cytotoxicity
31227,31227,PARP1
31234,31234,cytoplasmic periphery of the nuclear pore complex
31247,31247,Hepatic angiosarcoma
31252,31252,positive regulation of neuron projection arborization
31276,31276,negative regulation of molecular function in other organism involved in symbiotic interaction
31293,31293,PARP9
31340,31340,regulation of parathyroid hormone secretion
31402,31402,Ferrous fumarate
31418,31418,regulation of plasma lipoprotein particle levels
31427,31427,CARM1
31441,31441,cellular response to molecule of bacterial origin
31442,31442,SNAR-A3
31457,31457,Pharyngeal mucositis
31460,31460,Mean arterial pressure decreased
31474,31474,positive regulation of cellular respiration
31522,31522,tRNA threonylcarbamoyladenosine modification
31541,31541,negative regulation of glycogen (starch) synthase activity
31561,31561,regulation of vascular smooth muscle cell differentiation
31571,31571,nuclear DNA replication
31615,31615,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
31642,31642,carotenoid metabolic process
31652,31652,Blood bicarbonate
31664,31664,Heart racing
31665,31665,establishment or maintenance of epithelial cell apical/basal polarity
31697,31697,cellular response to UV-B
31699,31699,SNAR-A14
31705,31705,FCAR
31707,31707,regulation of systemic arterial blood pressure
31710,31710,negative regulation of cellular extravasation
31719,31719,HNF1B
31726,31726,negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
31737,31737,STARD13-IT1
31762,31762,glossopharyngeal nerve
31806,31806,ciliary rootlet
31826,31826,ARHGAP27
31869,31869,ARPC5
31886,31886,meiotic attachment of telomere to nuclear envelope
31891,31891,Validated nuclear estrogen receptor alpha network
31913,31913,nuclear ubiquitin ligase complex
31928,31928,ARHGEF19-AS1
31957,31957,extrinsic component of vacuolar membrane
32041,32041,cardioblast differentiation
32068,32068,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay"
32084,32084,Ovarian haemorrhage
32091,32091,proepicardium development
32092,32092,MARK3
32107,32107,regulation of cellular amino acid metabolic process
32127,32127,SCARNA13
32139,32139,ventricular cardiac muscle tissue morphogenesis
32190,32190,cellular response to gonadotropin-releasing hormone
32202,32202,MARK2P5
32206,32206,CIBAR1P2
32214,32214,GABARAPL1-AS1
32218,32218,secondary palate
32221,32221,Sarecycline
32222,32222,Arf1 pathway
32232,32232,vacuolar transport
32242,32242,articular cartilage development
32248,32248,ARHGAP42-AS1
32268,32268,protein localization to ciliary membrane
32285,32285,muscular septum morphogenesis
32313,32313,Carbon dioxide decreased
32326,32326,OR5AR1
32402,32402,coronary vasculature development
32405,32405,negative regulation of extracellular matrix constituent secretion
32457,32457,Neuromuscular Nondepolarizing Blockade
32465,32465,lipopolysaccharide receptor activity
32486,32486,monocarboxylic acid binding
32521,32521,intracellular steroid hormone receptor signaling pathway
32528,32528,cardiac muscle hypertrophy in response to stress
32530,32530,estrogen receptor binding
32542,32542,inner ear auditory receptor cell differentiation
32553,32553,cellular monovalent inorganic cation homeostasis
32555,32555,Paroxetine
32560,32560,Secondary infection
32580,32580,Early Phase of HIV Life Cycle
32585,32585,Depolymerisation of the Nuclear Lamina
32590,32590,cellular response to dopamine
32596,32596,SHARPIN
32605,32605,regulation of cellular protein localization
32613,32613,Heart disease congenital
32649,32649,Biosynthesis of maresin-like SPMs
32653,32653,Parotid swelling
32661,32661,positive regulation of amyloid-beta clearance
32700,32700,Validated transcriptional targets of AP1 family members Fra1 and Fra2
32704,32704,cellular response to toxic substance
32746,32746,TP53AIP1
32751,32751,Breast cancer stage IV
32815,32815,arginyl-tRNA aminoacylation
32842,32842,cardiovascular system development
32854,32854,neutrophil clearance
32855,32855,Harderian gland development
32879,32879,intracellular ferritin complex
32881,32881,Pulmonary congestion
32935,32935,positive regulation of ovarian follicle development
32959,32959,negative regulation of membrane depolarization
32965,32965,SCARNA23
32984,32984,cellular chloride ion homeostasis
33001,33001,Nodular regenerative hyperplasia
33008,33008,negative regulation of cellular response to transforming growth factor beta stimulus
33035,33035,FAR11
33097,33097,Parainfluenzae virus infection
33146,33146,Rash scarlatiniform
33196,33196,positive regulation of extracellular matrix constituent secretion
33205,33205,Heart alternation
33215,33215,cellular response to interleukin-3
33237,33237,Oestrogen deficiency
33266,33266,regulation of membrane depolarization during cardiac muscle cell action potential
33271,33271,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
33292,33292,Carbinoxamine
33306,33306,heparan sulfate proteoglycan catabolic process
33314,33314,primary active transmembrane transporter activity
33323,33323,ADRB1
33366,33366,Collagen-vascular disease
33395,33395,Ear disorder
33411,33411,Vascular pseudoaneurysm
33421,33421,cotranslational protein targeting to membrane
33423,33423,cellular response to drug
33427,33427,Pink/Parkin Mediated Mitophagy
33466,33466,cellular carbohydrate metabolic process
33489,33489,parasympathetic nervous system development
33541,33541,LYAR
33592,33592,Pexidartinib
33598,33598,BRCA1
33606,33606,NF1P12
33609,33609,lipoprotein particle receptor binding
33614,33614,establishment or maintenance of cell polarity regulating cell shape
33619,33619,visceral serous pericardium development
33656,33656,ARL5B
33676,33676,"Hearing Loss, Central"
33701,33701,establishment or maintenance of neuroblast polarity
33708,33708,cellular macromolecule catabolic process
33753,33753,Intracardiac thrombus
33755,33755,positive regulation of the force of heart contraction by chemical signal
33761,33761,BCAR3-AS1
33789,33789,Ocular icterus
33799,33799,PARK10
33807,33807,Arrhythmia
33810,33810,parental behavior
33815,33815,progesterone metabolic process
33836,33836,Gnf1
33870,33870,Partial permanent deafness
33874,33874,ARCI9
33888,33888,CDH15
33918,33918,EDAR
33936,33936,ARRDC3-AS1
33963,33963,BRCA1P1
33972,33972,Diroximel fumarate
34000,34000,CDH13
34045,34045,Constitutive Signaling by EGFRvIII
34061,34061,regulation of establishment of blood-brain barrier
34097,34097,"vesicle targeting, rough ER to cis-Golgi"
34106,34106,Prednicarbate
34108,34108,cellular response to salt stress
34132,34132,progesterone biosynthetic process
34147,34147,eukaryotic translation initiation factor 4F complex
34153,34153,polysaccharide metabolic process
34170,34170,Golgi subcompartment
34179,34179,establishment of tissue polarity
34197,34197,heparan sulfate N-acetylglucosaminyltransferase activity
34212,34212,dicarboxylic acid metabolic process
34220,34220,negative regulation by host of symbiont molecular function
34252,34252,"eukaryotic translation initiation factor 3 complex, eIF3e"
34256,34256,Zinc efflux and compartmentalization by the SLC30 family
34267,34267,DOPA Decarboxylase Inhibitors
34302,34302,cellular response to acetylcholine
34323,34323,"hydrolase activity, acting on acid carbon-carbon bonds"
34336,34336,regulation of large conductance calcium-activated potassium channel activity
34352,34352,Smear cervix abnormal
34373,34373,PARD3-AS1
34379,34379,Carcinoma of lung
34382,34382,arteriole
34402,34402,eukaryotic 48S preinitiation complex
34417,34417,PARL
34432,34432,ZNF114
34443,34443,positive regulation of cardiac muscle cell contraction
34463,34463,Muscular Atrophy
34477,34477,ARG2
34522,34522,cellular metal ion homeostasis
34530,34530,Parkin-FBXW7-Cul1 ubiquitin ligase complex
34533,34533,cellular response to forskolin
34547,34547,Hypoparathyroidism
34571,34571,ERKs are inactivated
34575,34575,"posttranslational protein targeting to membrane, translocation"
34577,34577,CDH12P1
34648,34648,Phase 3 - rapid repolarisation
34654,34654,Early satiety
34713,34713,Paramethasone acetate
34719,34719,PCDH1
34797,34797,glandular epithelial cell development
34806,34806,nuclear export
34816,34816,SNARE complex assembly
34855,34855,Acute myocardial ischemia
34857,34857,paraxial mesoderm development
34858,34858,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
34889,34889,cellular metabolic compound salvage
34894,34894,vacuolar proton-transporting V-type ATPase complex
34895,34895,Non-sustained ventricular tachycardia
34900,34900,Carbohydrate tolerance decreased
34906,34906,positive regulation of apoptotic cell clearance
34925,34925,Ovarian tumor domain proteases
34930,34930,atrioventricular node cell differentiation
34985,34985,extracellular matrix structural constituent conferring tensile strength
35046,35046,protein localization to nuclear inner membrane
35066,35066,negative regulation of cellular response to vascular endothelial growth factor stimulus
35074,35074,Testicular pain
35083,35083,cerebellar neuron development
35097,35097,RNF14P3
