Unnamed: 0
0
2
6
34
38
44
65
88
107
115
144
146
147
155
177
213
226
241
243
275
279
291
328
333
338
354
367
373
377
382
434
436
443
448
476
513
518
534
548
623
624
627
638
702
706
712
755
761
772
825
828
844
858
863
871
906
912
918
929
959
960
976
999
1000
1030
1032
1035
1058
1059
1062
1095
1115
1116
1123
1124
1125
1126
1180
1199
1200
1218
1249
1254
1264
1265
1268
1276
1277
1307
1312
1316
1347
1357
1369
1383
1389
1400
1416
1444
1447
1449
1471
1472
1476
1480
1510
1521
1548
1574
1587
1599
1603
1605
1610
1614
1616
1619
1627
1633
1659
1677
1681
1687
1692
1711
1744
1755
1767
1770
1772
1812
1828
1829
1832
1852
1859
1872
1878
1916
1925
1927
1942
1985
1992
2019
2022
2035
2075
2097
2181
2220
2224
2234
2268
2273
2293
2326
2340
2349
2357
2367
2374
2396
2436
2443
2512
2519
2532
2551
2560
2566
2594
2618
2630
2640
2641
2647
2648
2663
2708
2735
2736
2754
2766
2791
2797
2801
2808
2824
2850
2856
2862
2882
2908
2920
2963
2967
2977
2979
2997
2999
3046
3081
3084
3090
3114
3140
3144
3174
3179
3194
3257
3273
3291
3322
3359
3375
3378
3393
3407
3423
3425
3430
3433
3464
3465
3472
3475
3478
3503
3541
3555
3558
3581
3612
3627
3638
3648
3663
3683
3686
3690
3695
3698
3705
3721
3808
3835
3882
3911
3921
3924
3936
3939
3940
3943
3949
3967
3974
3989
4000
4022
4028
4034
4035
4042
4060
4089
4096
4099
4101
4104
4145
4170
4172
4183
4215
4217
4224
4237
4260
4280
4285
4314
4315
4373
4375
4378
4386
4395
4403
4407
4413
4429
4447
4476
4498
4502
4551
4562
4574
4575
4596
4660
4698
4703
4726
4774
4779
4789
4815
4859
4887
4896
4900
4912
4913
4934
4939
4958
4961
4977
4978
4983
4995
5007
5029
5033
5072
5081
5101
5168
5170
5198
5242
5264
5286
5333
5385
5396
5398
5417
5435
5451
5464
5467
5468
5470
5489
5499
5500
5506
5534
5552
5556
5610
5626
5632
5642
5662
5676
5717
5724
5726
5732
5744
5766
5801
5821
5830
5836
5881
5898
5899
5921
5924
5985
5993
6003
6018
6032
6048
6060
6093
6104
6120
6123
6155
6156
6183
6232
6242
6284
6286
6290
6356
6364
6431
6437
6464
6554
6567
6571
6576
6597
6604
6607
6656
6674
6709
6718
6740
6759
6763
6769
6798
6831
6856
6864
6886
6916
6939
7013
7048
7055
7064
7105
7126
7160
7194
7204
7213
7255
7260
7342
7343
7346
7364
7378
7403
7422
7427
7475
7486
7497
7499
7504
7505
7520
7524
7532
7533
7578
7584
7606
7615
7633
7644
7669
7683
7716
7738
7750
7760
7765
7784
7796
7827
7847
7902
7923
7925
7953
7956
7971
7978
8008
8010
8015
8016
8021
8025
8040
8065
8075
8109
8128
8137
8143
8159
8165
8210
8215
8216
8220
8239
8246
8250
8260
8266
8267
8270
8291
8318
8326
8328
8359
8369
8374
8382
8422
8443
8465
8475
8488
8491
8518
8522
8534
8570
8587
8591
8595
8613
8677
8690
8722
8734
8745
8783
8788
8800
8807
8826
8830
8836
8850
8871
8878
8888
8942
8947
8957
8958
8972
8983
8985
9012
9035
9055
9081
9095
9098
9100
9104
9105
9108
9110
9113
9156
9176
9178
9220
9231
9274
9280
9286
9295
9297
9306
9316
9317
9327
9336
9348
9357
9360
9395
9403
9421
9430
9433
9464
9474
9487
9506
9539
9551
9557
9569
9574
9580
9598
9616
9637
9679
9686
9697
9709
9712
9740
9758
9782
9808
9822
9825
9842
9846
9863
9877
9922
9937
9999
10025
10052
10061
10091
10121
10137
10161
10162
10170
10197
10241
10268
10285
10287
10291
10294
10320
10337
10359
10371
10372
10394
10403
10408
10413
10465
10470
10474
10476
10482
10495
10500
10505
10514
10522
10594
10597
10618
10627
10631
10672
10673
10696
10706
10745
10752
10784
10788
10799
10807
10810
10842
10868
10874
10888
10927
11001
11002
11003
11015
11016
11056
11067
11068
11069
11106
11109
11126
11157
11197
11202
11204
